model,relative_page,ground_truth_chars,prediction_chars,sample_CER,sample_WER,exact_match
teleocr,20260622.1099.2026.HN.5877/page-001.txt,1490,1485,0.6167785234899329,0.9208860759493671,False
teleocr,20260622.1099.2026.HN.5877/page-002.txt,533,1037,1.6885553470919326,2.7063492063492065,False
teleocr,20260730.1406.2026.HN.6511/page-001.txt,1260,1188,0.726984126984127,0.9420849420849421,False
teleocr,20260730.1406.2026.HN.6511/page-002.txt,1085,1151,0.9447004608294931,0.9289099526066351,False
